CampusSisKey,Campus,BuildingSisKey,BuildingName,BuildingCode,RoomSisKey,RoomName,RoomNumber,RoomType,ConfigurationSisKey,ConfigurationName,ConfigurationIsDefault,FacilityLayoutSisKey,FacilityLayoutName,Capacity,FeatureQuantity,RegionName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LBP115,LBP115,LBP115,Lab - Computer,FLC_FLARMR_LBP115_Standard,Standard,TRUE,Default,Default,16,Computer(s) - PC;Computer - Instructor;DVD Player;LCD Overhead Projector;Podium;Power Point Clicker;Screen;Smart Board;Speakers;White Board,FLC LBP;FLC ;ASE;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LBP119,LBP119,LBP119,Classroom - General Purpose Lecture,FLC_FLARMR_LBP119_Standard,Standard,TRUE,Default,Default,22,"Virtual Welder;Computer - Instructor;DVD Player;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Smart Board;Speakers;White Board,2",FLC LBP;FLC WEL;WEL;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LBP120,LBP120,LBP120,Lab - Computer,FLC_FLARMR_LBP120_Standard,Standard,TRUE,Default,Default,18,"Computer(s) - PC;Computer - Instructor;DVD Player;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Smart Board;Speakers;White Board,2",FLC LBP;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LBP121,LBP121,LBP121,Classroom - Lab,FLC_FLARMR_LBP121_Standard,Standard,TRUE,Default,Default,15,MET Lab - Manufacturing Energy Technology Machines,FLC LBP;MET;FLC MET;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LBP150,LBP150,LBP150,Classroom - Lab,FLC_FLARMR_LBP150_Standard,Standard,TRUE,Default,Default,20,Welding Shop - Various Welding Machines and Tools,FLC LBP;WEL;FLC WEL;Non-Event Requestable;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LBP160,LBP160,LBP160,Classroom - Lab,FLC_FLARMR_LBP160_Standard,Standard,TRUE,Default,Default,20,"Auto Shop - Auto Lifts, Tire machines, and Tools",FLC LBP;ASE;FLC ASE;Non-Event Requestable;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LBP Lobby,LBP Lobby,LBP Lobby,Commons,FLC_FLARMR_LBP Lobby_Standard,Standard,TRUE,Default,Default,20,,FLC LBP;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_Computer,Computer,Computer,Lab - Computer,FLC_FLARMR_Computer_Standard,Standard,TRUE,Default,Default,14,Computer - Instructor;Printer;LCD Overhead Projector;Power Point Clicker;Smart Board;Speakers;White Board,FLC LVLD;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LVLD2,LVLD2,LVLD2,Classroom - General Purpose Lecture,FLC_FLARMR_LVLD2_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Phone - Star;Smart Board;Speakers;White Board,2",FLC LVLD;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LVLD3,LVLD3,LVLD3,Classroom - General Purpose Lecture,FLC_FLARMR_LVLD3_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Phone - Star;Smart Board;Speakers;White Board,3",FLC LVLD;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LCLD4,LCLD4,LCLD4,Lab - HHP,FLC_FLARMR_LCLD4_Standard,Standard,TRUE,Default,Default,18,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Phone - Star;Smart Board;Speakers;White Board,4",FLC LVLD;FLC HHP;HHP;Non-Event Requestable;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LVLD5,LVLD5,LVLD5,Classroom - General Purpose Lecture,FLC_FLARMR_LVLD5_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Phone - Star;Smart Board;Speakers;White Board,5",FLC LVLD;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LVLD6,LVLD6,LVLD6,Lab - NUA,FLC_FLARMR_LVLD6_Standard,Standard,TRUE,Default,Default,20,Computer - Instructor;Machine;LCD Overhead Projector;Power Point Clicker;Phone - Star;Smart Board;Speakers;White Board,FLC LVLD;FLC NUA;NUA;Non-Event Requestable;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_LVLD7,LVLD7,LVLD7,Lab - HPR,FLC_FLARMR_LVLD7_Standard,Standard,TRUE,Default,Default,24,Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Phone - Star;Smart Board;Speakers;White Board,FLC LVLD;FLC HPR;HPR;Non-Event Requestable;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_MP102,MP102,MP102,Classroom - General Purpose Lecture,FLC_FLARMR_MP102_Standard,Standard,TRUE,Default,Default,27,Computer - Instructor;LCD Overhead Projector;Screen;Phone - Star;Speakers;White Board,FLC MP;FLC PSY;PSY;Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_MP104,MP104,MP104,Classroom - General Purpose Lecture,FLC_FLARMR_MP104_Standard,Standard,TRUE,Default,Default,21,Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Smart Board;Speakers;White Board,FLC MP;FLC HLT;HLT;Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_MP106,MP106,MP106,Classroom - General Purpose Lecture,FLC_FLARMR_MP106_Standard,Standard,TRUE,Default,Default,30,Computer - Instructor;LCD Overhead Projector;Screen;Phone - Star;Smart Board;Speakers;White Board,FLC MP;FLC GEO;GEO;Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_PR2,PR2,PR2,Classroom - General Purpose Lecture,FLC_FLARMR_PR2_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;Document Camera;LCD Overhead Projector;Podium;Phone - Star;Smart Board;Speakers;Storage Cupboard(s);White Board,2",FLC PR;Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_PR3,PR3,PR3,Classroom - General Purpose Lecture,FLC_FLARMR_PR3_Standard,Standard,TRUE,Default,Default,24,Computer - Instructor;Document Camera;LCD Overhead Projector;Podium;Phone - Star;Smart Board;Speakers;Storage Cupboard(s);White Board,FLC PR;FLC EMS;EMS;Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_PR4,PR4,PR4,Classroom - General Purpose Lecture,FLC_FLARMR_PR4_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;Document Camera;LCD Overhead Projector;Podium;Phone - Star;Smart Board;Speakers;Storage Cupboard(s);White Board,2",FLC PR;Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_PR5,PR5,PR5,Classroom - General Purpose Lecture,FLC_FLARMR_PR5_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;Flip Chart;LCD Overhead Projector;Podium;Phone - Star;Smart Board;Speakers;Storage Cupboard(s);White Board,3",FLC PR;FLC CHE;CHE;FLC AST;AST;Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_PR6,PR6,PR6,Lab - Computer,FLC_FLARMR_PR6_Standard,Standard,TRUE,Default,Default,15,Computer(s) - PC;Computer - Instructor;LCD Overhead Projector;Podium;Phone - Star;Smart Board;Speakers;Storage Cupboard(s);White Board,FLC PR;FLC ENG;ENG;Optimizable;Non-Event Requestable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_PR10,PR10,PR10,Classroom - General Purpose Lecture,FLC_FLARMR_PR10_Standard,Standard,TRUE,Default,Default,24,"Computer;Phone - Star;Storage Cupboard(s);White board,4",FLC PR;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_PR12,PR12,PR12,Classroom - General Purpose Lecture,FLC_FLARMR_PR12_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Phone - Star;Smart Board;Speakers;Storage Cupboard(s);White Board,2",FLC PR;FLC BIO;BIO;Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_PR14,PR14,PR14,Classroom - General Purpose Lecture,FLC_FLARMR_PR14_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Phone - Star;Smart Board;Speakers;Storage Cupboard(s);White Board,2",FLC PR;FLC ENG;ENG;Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP100,RP100,RP100,Studio - Recording,FLC_FLARMR_RP100_Standard,Standard,TRUE,Default,Default,10,Computer - Instructor;LCD Overhead Projector;Screen;White Board;Phone - Star,FLC RP;FLC MUS;MUS;Non-Event Requestable;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP101,RP101,RP101,Lab - MUS ,FLC_FLARMR_RP101_Standard,Standard,TRUE,Default,Default,18,Computer(s) - PC;Computer - Instructor;LCD Overhead Projector;Screen;White Board;Phone - Star;Keyboard,FLC RP;FLC MUS;MUS;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP106,RP106,RP106,Studio - Dance,FLC_FLARMR_RP106_Standard,Standard,TRUE,Default,Default,15,Computer - Instructor;LCD Overhead Projector;Screen;White Board,FLC RP;FLC DAN;DAN;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP107,RP107,RP107,Theatre,FLC_FLARMR_RP107_Standard,Standard,TRUE,Default,Default,15,Changing Room;Restroom;Green Room,FLC RP;FLC THE;THE;Non-Event Requestable;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP135,RP135,RP135,Lab - IND,FLC_FLARMR_RP135_Standard,Standard,TRUE,Default,Default,18,Computer(s) - PC;Computer-Instructor;LCD Overhead Projector;Screen;Smart Board;White Board;Phone - Star,FLC RP;FLC IND;IND;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP136,RP136,RP136,Classroom - General Purpose Lecture,FLC_FLARMR_RP136_Standard,Standard,TRUE,Default,Default,24,Computer - Instructor;DVD Player;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Speakers;White Board;Piano,FLC RP;FLC ART;ART;FLC MUS;MUS;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP139,RP139,RP139,Lab - AEC,FLC_FLARMR_RP139_Standard,Standard,TRUE,Default,Default,18,Computer(s) - PC;Computer - Instructor;LCD Overhead Projector;Screen;Smart Board;White Board;Phone - Star,FLC RP;FLC AEC;AEC;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP145,RP145,RP145,Lab - CAD,FLC_FLARMR_RP145_Standard,Standard,TRUE,Default,Default,18,Computer - Instructor;LCD Overhead Projector;Screen;Smart Board;White Board;Phone - Star,FLC RP;FLC CAD;CAD;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP146,RP146,RP146,Lab - CAD,FLC_FLARMR_RP146_Standard,Standard,TRUE,Default,Default,10,3D Printer,FLC RP;FLC CAD;CAD;Non-Event Requestable;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP148,RP148,RP148,Lab - CAD,FLC_FLARMR_RP148_Standard,Standard,TRUE,Default,Default,18,Computer - Instructor;LCD Overhead Projector;Screen;Smart Board;White Board;Phone - Star,FLC RP;FLC AEC;FLC CAD;AEC;CAD;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP149,RP149,RP149,Studio - Art,FLC_FLARMR_RP149_Standard,Standard,TRUE,Default,Default,15,Coomputer(s) - Mac;Computer - Instructor;LCD Overhead Projector;Screen;White Board;Phone - Star;Imaging Lab,FLC RP;FLC ART;ART;FLC MGD;MGD;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP150,RP150,RP150,Studio - Ceramics,FLC_FLARMR_RP150_Standard,Standard,TRUE,Default,Default,15,Computer - Instructor;LCD Overhead Projector;Screen;White Board;Phone - Star,FLC RP;FLC ART;ART;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP153,RP153,RP153,Studio - Art,FLC_FLARMR_RP153_Standard,Standard,TRUE,Default,Default,15,Computer - Instructor;LCD Overhead Projector;Screen;White Board;Phone - Star;Printmaking,FLC RP;FLC ART;ART;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_RP154,RP154,RP154,Studio - ART,FLC_FLARMR_RP154_Standard,Standard,TRUE,Default,Default,15,Computer - Instructor;LCD Overhead Projector;Screen;White Board;Phone - Star;Painting and Drawing Lab,FLC RP;FLC ART;ART;Non-Event RequestableOptimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP104,SP104,SP104,Lab - BIO,FLC_FLARMR_SP104_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Smart Board;Speakers;White Board,2;Sink,5;Laptop,12",FLC SP;FLC BIO;BIO;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP106,SP106,SP106,Lab - Cadaver,FLC_FLARMR_SP106_Standard,Standard,TRUE,Default,Default,6,Exam Table;Human Cadavers in Refrigeration Units,FLC SP;FLC BIO;BIO;Non-Event Requestable;Non-Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP107,SP107,SP107,Lab - VET,FLC_FLARMR_SP107_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor,2;LCD Overhead Projector;Power Point Clicker;Smart Board;Screen;Phone - Star;Speakers;Sink,5;Laptop,11;Refrigerator - Small;Microscope,28",FLC SP;FLC VET;VET;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP110,SP110,SP110,Lab - BIO,FLC_FLARMR_SP110_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Smart Board,3;White Board;Speakers;Sink,5;Laptop,12",FLC SP;FLC BIO;BIO;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP116,SP116,SP116,Classroom - General Purpose Lecture,FLC_FLARMR_SP116_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Screen;Phone - Star;Star Board;Speakers;White Board,2;Power Point Clicker;Laptop,12;Microscope,12;Refrigerator,2;Sink,6",FLC SP;FLC BIO;BIO;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP122,SP122,SP122,Classroom - General Purpose Lecture,FLC_FLARMR_SP122_Standard,Standard,TRUE,Default,Default,24,"LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Star Board;Speakers;White Board,2;Computer - Instructor;Sink,6;Microscope,12;Laptop,12",FLC SP;FLC BIO;BIO;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP125,SP125,SP125,Lab - BIO,FLC_FLARMR_SP125_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Markers;Power Point Clicker;Screen;Phone - Star;Star Board;Speakers;White Board,2;Laptop,12;Microscope,12;Sink,5;Refrigerator",FLC SP;FLC BIO;BIO;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP204,SP204,SP204,Lab - CHE,FLC_FLARMR_SP204_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Star Board;White Board,2;Speakers;Sink,4;Laptop,12",FLC SP;FLC CHE;CHE;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP207,SP207,SP207,Classroom - General Purpose Lecture,FLC_FLARMR_SP207_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Smart Board;White Board,2;Speakers;Sink,2;Laptop,10",FLC SP;FLC PHY;FLC AST;PHY;AST;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP212,SP212,SP212,Lab - CHE,FLC_FLARMR_SP212_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Star Board;White Board,2;Speakers;Sink,3;Laptop,12",FLC SP;FLC CHE;CHE;Non-Event Requestable;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC,FLC,FLC_FLARMR,FRCC Larimer,FLARMR,FLC_FLARMR_SP216,SP216,SP216,Classroom - General Purpose Lecture,FLC_FLARMR_SP216_Standard,Standard,TRUE,Default,Default,24,"Computer - Instructor;LCD Overhead Projector;Power Point Clicker;Screen;Phone - Star;Smart Board;Speakers;White Board,4;Sink,2;Map(s)",FLC SP;FLC GEY;FLC MET;FLC AST;GEY;MET;AST;Optimizable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
